timestamp,open,high,low,close,volume,trades
24/12/2013,666.03821,683.7417,642,659.79308,10.9802126,236
25/12/2013,659.79308,684.51009,642,676,10.88939226,152
26/12/2013,684.53009,771,676,752.33596,68.93004264,1001
27/12/2013,757.65272,769.005,714.14721,731.86466,33.27565259,496
28/12/2013,734.43518,745.2,715.52601,719,7.62895657,162
29/12/2013,732.23935,744.31657,715,733.0451,6.19965595,169
30/12/2013,742.67124,751,731.85612,749,8.82861977,169
31/12/2013,749,750,730,739.73114,8.37272266,155
01/01/2014,737.15115,759.1104,737.15115,753.99,10.12692303,140
02/01/2014,750.11583,817.56149,750,788.30421,19.81338285,311
03/01/2014,784.68606,819.9,771.17795,808.51778,75.69532024,260
04/01/2014,808.42694,840,783.02,827.64784,33.22655577,140
05/01/2014,828.69,980,827.4135,904.75,54.94914033,691
06/01/2014,908.24999,1019,886.43973,919.11176,75.0963876,824
07/01/2014,916.81972,945,810,810,49.40815708,723
08/01/2014,810,899.84281,788,824.98287,19.18275555,425
09/01/2014,825.56345,870,807.42084,841.86934,8.1583345,192
10/01/2014,839.99,857.34056,817,857.33056,8.02451046,134
11/01/2014,858.2,918.05471,857.16554,899.84105,18.74828487,117
12/01/2014,899.96114,900.93989,833.00001,860,25.42943314,385
13/01/2014,847.32152,859.99999,815,835,25.86912661,486
14/01/2014,835,877.293,805,831,31.66288131,188
15/01/2014,831,864,828,850.00364,6.70756459,95
16/01/2014,853,865,824,826.97077,28.6020137,496
17/01/2014,824.1264,835.06427,788,804,26.35803928,378
18/01/2014,812.90538,844.14159,807.74074,819.51,18.76832727,163
19/01/2014,819.51,848.9,819.51,835,11.93959203,47
20/01/2014,843.94804,855,830.1,843.76589,4.44675857,84
21/01/2014,840,845.98999,820.1,829.01,6.89537424,62
22/01/2014,829,834.53144,821,830.88999,1.71261648,17
23/01/2014,822.4,830.88899,821,830.88897,11.58125085,67
24/01/2014,830.88897,835.48427,783,803.01935,25.00906729,159
25/01/2014,803.01936,830,795.07478,812.02,9.92963832,126
26/01/2014,818,840,813,826.72139,6.56973636,128
27/01/2014,826.70102,840,780,780,35.69920751,136
28/01/2014,780,830,775,815.99,15.75364425,113
29/01/2014,815.99,826.22571,795,795,18.92440096,136
30/01/2014,802.4522,815.23135,787.01,808,27.02869698,279
31/01/2014,808,812.63409,801,812.19037,12.86179583,245
01/02/2014,807.30274,835,803.41261,825,6.46833713,43
02/02/2014,828.99,835,814.86431,814.86431,7.24707014,33
03/02/2014,814.86431,819.8,803.64931,819.78,7.27266388,95
04/02/2014,808,819.78,799.579,802.4,11.42593687,169
05/02/2014,802.4,815.89934,802.4,802.5,16.58783411,119
06/02/2014,802.5,803.72713,767.60884,767.60884,33.59212509,300
07/02/2014,775.2051,775.2051,666.35039,714.12206,64.82321221,842
08/02/2014,711.41118,730,680.01,699.30255,31.04225383,298
09/02/2014,692.37535,756.0998,684.85098,689,38.29127444,376
10/02/2014,686.83613,748,550,690.2,29.85666843,472
11/02/2014,690.2,720,660,714.56111,33.33127352,425
12/02/2014,709.93,709.93,651.30901,670.6659,17.64185053,112
13/02/2014,671,680,595.6295,623.94582,44.67622419,451
14/02/2014,629.07483,710,586.43,670.33964,42.44993091,458
15/02/2014,667.04394,682.78028,646.87689,659.2834,12.18856928,212
16/02/2014,665.80764,668.82486,600,624.73111,21.45359725,384
17/02/2014,636.26205,679.05833,593.67544,638.1016,36.38625764,298
18/02/2014,639.69685,652.50738,623,636.5201,20.84473994,206
19/02/2014,634.9328,640,602.90667,630.16179,13.0034361,95
20/02/2014,631.74114,641.3624,561.14602,561.14602,52.55553649,487
21/02/2014,567.26572,597.05351,547.72277,572.2744,25.78998983,287
22/02/2014,580.86,620.9,567.54517,610.04308,13.25737802,151
23/02/2014,610.11854,650.27996,600.91198,616.88,21.04015547,179
24/02/2014,610.97061,616.90079,540.63608,572,29.69798167,366
25/02/2014,565.38324,568.09339,450,535.59831,60.1436847,595
26/02/2014,540.89861,650,540.89861,587.27133,105.9319009,748
27/02/2014,599.00654,629.9,580.5,596.48629,45.76669364,571
28/02/2014,589.08864,599,570,573.94119,29.32087731,218
01/03/2014,570,605,550,575,8.04168109,84
02/03/2014,575,588.079,572.41339,578,2.16169433,25
03/03/2014,583.73562,700,583.73562,666.9435,67.8440946,300
04/03/2014,675,720,661.47675,680.6,27.72139328,341
05/03/2014,680.6,690.17141,660.01,680.99,5.23012654,58
06/03/2014,670.01,693,660.1,666.70413,7.41231484,63
07/03/2014,670.0829,680.463,628.73046,636.20048,10.85544957,126
08/03/2014,648.91429,667.98953,623,636.0088,4.19914366,70
09/03/2014,642.401,658,629.05259,647.9349,2.01748158,24
10/03/2014,641.99,684.5,630,642.0757,6.30764832,112
11/03/2014,646.93423,665.93423,560,641,18.48654959,107
12/03/2014,648.14505,660,550.275,632.31094,8.3160946,157
13/03/2014,644.429,657.99101,620,653.39758,4.38727322,44
14/03/2014,653.39758,654.91385,550,631.23955,24.63109263,56
15/03/2014,631.25,646,618.29313,646,3.19846133,32
16/03/2014,646.0469,652,639,651.95,7.61949564,18
17/03/2014,641.14149,641.14149,616.00101,637.73128,1.9084555,15
18/03/2014,628,633.989,610.01,619.78308,9.0488114,62
19/03/2014,622,633.663,612.22,620.062,5.52856344,46
20/03/2014,621.08659,625.01788,590,590,7.82790364,94
21/03/2014,590,615.22654,580,590,16.27100015,285
22/03/2014,590,596,554.05,572.29918,11.83805962,155
23/03/2014,576.36897,596,566.35804,568.53521,1.31873908,46
24/03/2014,574.22,592.53871,554.50454,585.40025,5.68481521,50
25/03/2014,584,591.14973,579,584,5.97791428,31
26/03/2014,579.05,641.14149,579,585.0851,13.08114995,99
27/03/2014,585.1,599.27378,500.01,512.7888,35.31377035,409
28/03/2014,507.71418,553,500,516.48107,43.68897138,338
29/03/2014,511.37991,518,505,514.99,6.10790794,49
30/03/2014,506.17549,506.17549,436.07375,462.47601,33.23922152,815
31/03/2014,468.76285,530,443.35,462.38593,17.58660863,203
01/04/2014,465.33984,503.23111,465.2,489,20.24699944,152
02/04/2014,489,497.1468,443.625,443.625,12.40566408,76
03/04/2014,440.01,463.7,426.45421,461.85,16.79680298,145
04/04/2014,454.06034,550,440,458.84148,19.87883682,282
05/04/2014,453.38455,467.85,447.56953,467.85,0.94414487,20
06/04/2014,467.838,469.43834,450,461.81827,5.1169521,28
07/04/2014,465.49125,475.32049,450,462.07946,7.08636684,41
08/04/2014,465.8142,465.8242,450,458.87469,3.46875095,46
09/04/2014,459.21387,462.09031,450,452.99853,1.13219204,17
10/04/2014,450.01,450.01,368.13673,371.7835,17.22029124,116
11/04/2014,368.10427,583.75327,353.75804,431,18.05442299,207
12/04/2014,431.01,450,429.01001,448,8.75071499,46
13/04/2014,429.00001,445.97999,407.07491,429.7899,9.31548393,27
14/04/2014,411.33828,480.06527,411.33828,451.05736,42.69095344,163
15/04/2014,472.77984,573.66927,450.49878,535.11388,31.04150095,530
16/04/2014,529.81309,544.56794,490.55578,523.53017,51.25685199,230
17/04/2014,523.53017,530.35862,495.53036,503.84789,16.07659504,152
18/04/2014,504.60219,515,477.19035,485.37368,31.4900663,142
19/04/2014,485.5939,525.28225,479.95971,504.49054,10.96943779,74
20/04/2014,506.21045,510,500,504.73422,1.540555,16
21/04/2014,507,517.31024,485,496.41683,17.33264568,54
22/04/2014,501.33676,510.49,484.62239,489.72443,7.48967694,44
23/04/2014,492.85243,497.73461,489,495.61699,7.02182626,36
24/04/2014,495,503.48132,490.00001,503.48132,3.58845262,18
25/04/2014,496.68623,496.68623,448.99999,471.43037,27.91399844,172
26/04/2014,466.81001,472.13557,456.75,463.70172,2.84557385,29
27/04/2014,463.6817,463.6817,435,435,3.75205363,35
28/04/2014,435,455.0942,429.0854,444.09466,5.28039881,91
29/04/2014,444.09466,454.62328,435.6527,445.67967,7.31102956,42
30/04/2014,450.08456,452.82438,441.23028,448.34318,9.05765928,32
01/05/2014,448,464.41767,448,459.32469,14.50944605,55
02/05/2014,456.08044,456.08044,446.49411,455.16381,7.07584484,20
03/05/2014,450.279,452.07737,432.4255,441.03514,8.50354106,53
04/05/2014,436.71066,445.40401,431.16639,441.99999,1.77169072,27
05/05/2014,436.59405,439.99999,429.18,429.18,5.65738445,39
06/05/2014,429.18,439.68974,422.19,431.86952,5.74595495,110
07/05/2014,431.86951,452.74422,431.61274,441.88615,20.36100047,56
08/05/2014,446.26122,451.99976,441.809,448.26174,5.78832423,25
09/05/2014,441.809,459.22214,441.809,450.62503,4.09387172,54
10/05/2014,450.62503,458,446.0967,454.98804,5.47533447,27
11/05/2014,450.48544,450.48544,432.87805,441.49669,11.52882673,57
12/05/2014,437.12758,445.22171,432.21299,440.81786,7.19154535,42
13/05/2014,444.7599,444.7599,436.44999,440.779,4.50666206,30
14/05/2014,440.779,445.52,440.779,445.52,0.87112735,18
15/05/2014,440.89002,449.58704,440.89001,449.58704,3.01861596,15
16/05/2014,447.1,453.83236,447.1,453.83236,5.59012563,24
17/05/2014,450.53999,453.83236,446.20001,453.83236,0.20613549,8
18/05/2014,448.25001,453.80005,445.56,445.56,2.57977675,37
20/05/2014,449.995,498.83996,449.995,493.42751,25.27530064,122
21/05/2014,493.77,497.66941,490.84583,494.77454,4.23843949,34
22/05/2014,494.77454,530,494.77454,530,32.85014711,187
23/05/2014,530,548.05423,515.31152,521.46849,14.81544309,161
24/05/2014,520.3605,529.99999,515.20587,529.99999,2.61761047,35
25/05/2014,529.99999,589,529.99999,574.04983,15.82522002,184
26/05/2014,570.88904,589.10847,563.67667,583.19989,10.94860085,96
27/05/2014,583.2099,594.64098,538.83992,575.53537,26.97925274,291
28/05/2014,576.56534,589.16,565.21589,575.83232,5.44505641,52
29/05/2014,576.26171,576.26171,564.90155,570.4918,1.40277637,17
30/05/2014,570.49181,628.60534,566.15006,616.0802,18.17342865,133
31/05/2014,611.7129,629.0355,603.86986,629.0355,19.36684462,37
01/06/2014,627,673.37263,621.79217,628.96746,33.09343296,223
02/06/2014,633.74909,672.63919,621.79217,660,12.30851363,74
03/06/2014,663.29883,677.90898,652.26309,671.42938,14.68401162,57
04/06/2014,665.4967,665.4967,525,650.47674,59.16308711,130
05/06/2014,650.47674,669.74995,650.44672,657.01,15.16377686,26
06/06/2014,657.01,660,653.40266,653.40267,5.42016939,39
07/06/2014,655.3008,659.8,636.68008,659.8,4.59219475,21
08/06/2014,650.06533,659.8,646.001,656.43773,0.90148748,11
09/06/2014,654.51524,655.40593,636.50109,643.43801,4.63940113,42
10/06/2014,643.43801,657.71523,643.43801,646.88986,7.12894414,24
11/06/2014,649.93241,649.93241,617.99453,617.99453,19.60375825,112
12/06/2014,630.34421,637.06225,552.00001,571.13506,77.29542908,338
13/06/2014,582.39999,617.306,572.51819,589.68386,18.1016915,214
14/06/2014,583.86257,600,542.96197,565.181,16.63757925,233
15/06/2014,573.27782,595.38177,534.2759,595.38177,34.21065485,132
16/06/2014,589.48399,612.91177,574.17532,597.137,10.22317044,118
17/06/2014,597.13702,608.98256,586.25,608.974,2.80176761,27
18/06/2014,609.204,625,603.41,605.88912,10.00242965,89
19/06/2014,603.4,627.05395,594.115,595.93062,8.40599693,64
20/06/2014,595.80203,602.794,578.508,593.90308,5.80965283,49
21/06/2014,589.92084,598.50479,581.093,590.5874,0.76420897,10
22/06/2014,584.748,602.33414,584.748,596.23865,8.34380806,41
23/06/2014,590.36701,590.36701,584.42153,584.42153,2.63511541,24
24/06/2014,590.202,595.22794,576.12935,586.15372,2.85075357,43
25/06/2014,575,575.00001,557.432,564.425,29.22933529,164
26/06/2014,568.44301,583.2618,568.44301,575.93045,2.77356002,12
27/06/2014,585.51881,599.99999,575.35,597.69266,21.76241551,80
28/06/2014,596.77207,604.382,590.21281,590.21281,4.45696487,24
29/06/2014,596.05353,602.302,589.76385,589.76385,0.68059782,6
30/06/2014,587.724,645.00088,587.724,637,18.97691245,106
01/07/2014,644.9,657.83319,634.164,640,12.74856305,44
02/07/2014,638,658.87046,638,646.57973,24.82344188,39
03/07/2014,644.50278,655.08161,638.8895,647.52335,13.32045092,46
04/07/2014,647.52335,652.78999,622.59501,635.25253,2.95964374,35
05/07/2014,628.267,634.607,618,628.98732,3.74096373,17
06/07/2014,629.5,639.48798,629.09801,629.09801,2.24834956,6
07/07/2014,627.62401,638.973,614.74121,625.98859,6.4662628,37
08/07/2014,620.75041,626.87452,614.74195,617.03703,1.43869931,21
09/07/2014,615.35044,627.89636,615.35044,627.89636,1.63253636,6
10/07/2014,632.10834,632.10834,614.47299,614.47299,0.64269544,13
11/07/2014,618,629.4561,614.81343,629.4561,1.5033953,13
12/07/2014,631.64564,639.38158,631.58744,639.38158,0.72466054,11
13/07/2014,632,653.49,625.28785,626.50085,1.01076695,20
14/07/2014,629.95001,632.67046,618.14322,626.23343,1.34438355,23
15/07/2014,620.02698,620.02698,620.02698,620.02698,0.18,2
16/07/2014,620.02697,626.16276,612.89942,625.22399,7.40718446,22
17/07/2014,625.224,630.00997,610.34746,624.97989,0.96305901,20
18/07/2014,624.55999,628.99999,615.17054,625.999,12.28947057,12
19/07/2014,628.99999,630,628.99999,630,1.55920445,5
20/07/2014,629.99899,629.99899,619,619,0.50676663,7
21/07/2014,629.76875,629.76875,629.76875,629.76875,0.00063515,1
22/07/2014,618.68819,618.68819,618.68818,618.68818,8.44036665,6
23/07/2014,623.98,623.98,610,618.62146,7.49582514,8
24/07/2014,612.5,623.43078,593.86453,605.63646,17.72326386,51
25/07/2014,600.00001,623.22268,593.8005,596.08217,8.67118094,117
26/07/2014,596.21431,607.95528,593.801,600,5.06278238,32
27/07/2014,600,600,600,600,0.1545,1
28/07/2014,593.80101,599.99999,574.57864,591.90124,4.09273484,87
29/07/2014,586.5,597.66468,575.0711,583.20902,2.67828707,35
30/07/2014,577.44182,588.98043,566.75121,566.75121,11.66910091,36
31/07/2014,573.13807,591.9492,567.62816,590.1668,33.04695941,65
01/08/2014,590.09699,602.36146,584.77374,596.4,3.04581682,12
02/08/2014,596.4,601.18073,590.4867,590.4867,2.57203495,17
03/08/2014,594.80131,594.80136,578.85629,578.85629,1.78503459,6
04/08/2014,579.32951,596.2458,579.32951,596.24532,4.11032835,10
05/08/2014,584.57433,598.03405,579.00019,579.00019,9.0423468,15
07/08/2014,584.26767,593.00001,577.23864,580.58354,16.81014655,50
08/08/2014,589.74092,590,583.91906,590,0.42726298,10
09/08/2014,583.93908,590,578.13503,590,7.80408715,13
10/08/2014,590,595.35548,583.24163,583.24163,1.65871468,6
11/08/2014,589.61366,595.36446,572.76593,572.76593,0.47791402,11
12/08/2014,572.76593,579.99771,566.99001,579.99771,3.81911972,15
13/08/2014,571.70103,571.70103,531.63618,535.08056,4.34921159,47
14/08/2014,535.00001,553.8341,501,523.75872,31.82821682,256
15/08/2014,525,530,501,529.99999,23.95719955,195
16/08/2014,501.1,529.85,500,503.52,11.01070929,115
17/08/2014,514,539.99462,500,500,2.65133722,32
18/08/2014,500.00001,505,455,455,28.54967639,112
19/08/2014,479.99799,500.5,460.3,474.02001,77.75579152,356
20/08/2014,495,530,477,530,13.53052555,142
21/08/2014,530,530,500.00642,505,4.62139148,10
22/08/2014,529.96506,529.96506,482.21557,529.95385,9.62058564,22
23/08/2014,529.95437,529.95437,482.27458,524.99999,0.563896,9
24/08/2014,524.87999,524.87999,524.87999,524.87999,0.7,1
25/08/2014,500,524.87998,490.10042,516.11742,26.86,244
27/08/2014,524.85421,524.85421,524.85358,524.85358,1.312091,3
28/08/2014,495.08275,495.08275,495.08275,495.08275,0.02382,1
29/08/2014,524.78733,524.87551,524.78733,524.87543,0.517827,7
30/08/2014,495.25973,524.76998,495.25973,524.26603,0.45841051,3
31/08/2014,495.26149,509.98296,490.5,509.98296,5.61203945,36
01/09/2014,490.01,490.01,490.01,490.01,0.09953429,1
02/09/2014,524.76939,524.76939,524.76939,524.76939,3.811e-05,1
04/09/2014,475.00156,475.00651,475.00081,475.00651,3.41005838,37
06/09/2014,524.77,524.77,524.77,524.77,0.176851,1
07/09/2014,500,500,480.00001,480.00001,1.24003,6
08/09/2014,524.77,524.77,465.00143,488.76711,41.14063936,245
09/09/2014,465.00415,475,465.00415,475,0.50774803,2
10/09/2014,475.00001,475.00001,475.00001,475.00001,0.02,2
11/09/2014,475.00013,475.00013,475,475,1.01078477,6
13/09/2014,474.76999,474.77,474.76999,474.77,0.14916,5
14/09/2014,490,490,490,490,0.21201223,2
15/09/2014,475.00001,475.00001,465.00781,465.00781,3.07923263,4
16/09/2014,499.98933,527.99987,465,465.00001,2.76320289,15
17/09/2014,465.00001,465.00001,445.00001,445.00001,5.14001826,57
18/09/2014,455.99999,503.18147,400,503.18147,18.12199892,166
19/09/2014,400,400,375.93621,375.93621,1.5,18
20/09/2014,466.666,466.666,385.00001,385.00001,0.15591857,3
21/09/2014,450,450,385.01001,385.01001,1.2,13
22/09/2014,424.99784,425,295,404.82901,24.17732817,143
23/09/2014,425,452.99999,420.01001,420.01001,7.70277355,71
24/09/2014,420.02001,449.18,412.33637,433.15178,3.287,20
25/09/2014,413.00001,415,397,397,4.51108142,47
28/09/2014,446.02134,449.99795,387.62584,390,10.77926916,50
29/09/2014,393.99982,393.99982,370.00545,370.94491,0.71554983,6
30/09/2014,370.1167,393.21657,370.1167,380.02001,6.67925623,9
01/10/2014,390,390,390,390,2,19
02/10/2014,380.05005,380.05005,370.10001,370.11002,0.275,4
03/10/2014,389.51342,389.97999,355,355,20.27,84
04/10/2014,359.97997,369.6289,322.11186,322.11186,38.10892397,90
05/10/2014,315.15148,330,273.32564,330,18.72145726,62
06/10/2014,320.00001,349.84513,300,349.84513,53.40589682,285
07/10/2014,315.06119,341.70602,315.06119,341.70602,0.421,7
08/10/2014,348.95949,370,348.95949,370,9.89973773,103
09/10/2014,335.46848,399.996,335.16179,370.19002,28.11519805,92
10/10/2014,366.99999,378.98999,355.5917,355.5917,7.77771339,41
11/10/2014,378.82957,378.99999,357.17516,357.17874,0.46176373,12
12/10/2014,359.53202,379.97,352.83413,379.97,16.64574342,30
13/10/2014,370.10392,400,370.10021,400,20.83296055,43
14/10/2014,400,418.98998,395.27823,411.25545,29.7296931,44
15/10/2014,395.04332,400.30913,385.47712,400.30913,11.22832406,24
16/10/2014,398.38752,398.38752,374.61003,389.14365,16.08419864,31
17/10/2014,385.8576,385.8576,376.73067,381.0105,0.05216063,5
18/10/2014,371.00373,395.79193,371.00373,395.79193,0.95977536,14
20/10/2014,391.24176,391.24176,391.24176,391.24176,0.05,1
21/10/2014,390.57523,391.58111,371.00001,391.58111,10.23525506,54
22/10/2014,391.58111,393.49234,371.37843,388.70532,2.34818827,9
23/10/2014,374,374,365,368.63955,11.95253549,20
24/10/2014,368.36564,373.69072,355,373.34819,7.60272215,32
25/10/2014,363.00001,363.00001,355,359.51172,7.81320053,13
26/10/2014,360,384.71905,360,362.5,6.12094841,18
27/10/2014,368.15412,368.15412,364.3,364.3,0.04323896,3
28/10/2014,352.01024,365.12521,352.01024,365.12521,0.58976373,4
29/10/2014,350.00001,350.00001,335.00987,335.06565,8.87321215,19
30/10/2014,335.00167,350,335,346.02084,7.56041171,23
31/10/2014,344.29,347.95,344.29,347.95,0.03559,2
01/11/2014,340.09209,340.15346,320.00001,320.00001,5.66358534,16
02/11/2014,320.00001,325.18843,320.00001,323.93959,0.11539963,4
03/11/2014,325.18843,325.18843,325,325,4.96861786,9
04/11/2014,325,330,325,325,16.8684394,20
05/11/2014,329.9967,348.20467,328.20467,328.20467,9.72999417,31
06/11/2014,349.1749,349.1749,348,348,0.04009,3
07/11/2014,333,348,333,347.07869,6.60293077,14
08/11/2014,341.08607,349.99681,330.16235,349.99681,4.81004908,17
09/11/2014,347.67065,350,338.66092,350,19.35630129,24
10/11/2014,350.04915,370,350.04915,355,3.56880398,7
11/11/2014,367,372.63182,360.51753,371.69669,5.42261473,7
12/11/2014,383.33812,430.35988,379.99,423.48202,219.4609629,195
13/11/2014,423.28208,450,380,415.00001,65.8841301,133
14/11/2014,415,417.77095,395,395,23.16341934,24
15/11/2014,385.78423,385.78423,378.97188,379.99,10.67866498,29
16/11/2014,394.99999,394.99999,379.55697,380,1.56013,3
17/11/2014,394.999,414.26253,376.0026,400,25.2711487,72
18/11/2014,390,395,370.39134,375.02445,13.22776296,92
19/11/2014,392.95752,392.95752,375.33574,389.99799,0.92561078,23
20/11/2014,389.99797,389.99797,354.32911,354.38194,67.06789779,632
21/11/2014,350.40522,360,342.65995,360,1.642,9
22/11/2014,360,369.99999,360,369.99999,4.05,23
23/11/2014,360,370,360,370,4.7640149,29
24/11/2014,370,385.00001,370,372.00001,11.24075347,59
25/11/2014,389.99,390,376,376,10.132409,24
26/11/2014,372,389.94381,366.4212,372.87268,19.2376702,97
27/11/2014,385.68775,385.68775,365.01441,376.90071,2.3818524,4
28/11/2014,380,387,360.52323,387,23.27336303,205
29/11/2014,386.999,387,379.08519,379.08519,4.1988605,20
30/11/2014,386.31957,386.31957,386.31957,386.31957,0.00159536,1
01/12/2014,385.35387,386.744,370.13181,374.02594,4.17619,45
02/12/2014,380,386.15427,372.90994,375.0971,4.66812703,12
03/12/2014,375.29089,384.88368,371.45606,380,22.62850461,69
04/12/2014,380,380,364.71891,379.74829,3.76303172,24
05/12/2014,379.74826,380,375.18588,375.18589,4.68287,5
06/12/2014,375.18588,394.59,367.00002,374,34.16865673,67
07/12/2014,374,389.97692,370.43133,373.07,0.38178769,17
08/12/2014,374.56,376.05999,360.29399,375.99888,4.58843543,61
09/12/2014,362.58,375.91714,342.46027,345.48514,6.58012269,62
10/12/2014,346.87,357.5,345.55613,345.55613,0.16071,4
11/12/2014,345.49754,372.12219,342.50162,372.12219,0.736396,9
12/12/2014,359.99999,360,346.77149,360,0.91175257,15
13/12/2014,359.99921,359.99921,350,352,33.15403559,19
14/12/2014,351.39,358.97728,350,350,0.60427,14
15/12/2014,350.00002,358.98149,342.0358,342.0358,22.78194508,36
16/12/2014,358.91536,358.91536,330.09,330.09,4.44562421,46
17/12/2014,330.01751,355.32632,315.02003,329.99159,30.10600748,120
18/12/2014,332.16906,365,310,311.00761,25.95794548,121
19/12/2014,320,368.11872,310.03348,349.9843,2.96543651,25
20/12/2014,348.99232,348.99232,330.99999,330.99999,3.53836,8
21/12/2014,330.99995,334.64022,319.67298,325.01,38.70189724,114
22/12/2014,325.26494,327.06197,325.26494,327.06197,0.58067,3
23/12/2014,342.07621,342.07621,329.91612,338.74738,0.57162252,6
24/12/2014,338.55338,338.55338,320.38037,320.38037,4.10771905,13
26/12/2014,320.47921,320.47921,320.47921,320.47921,0.01,1
27/12/2014,320.04136,320.04136,313.37433,319,3.77885938,21
28/12/2014,319,320.04136,313.01017,313.01017,1.87,12
29/12/2014,321,325,313.99999,314.76001,29.96773833,96
30/12/2014,338.95292,338.95292,313,313,4.55357172,42
31/12/2014,319.1346,319.1378,315.46334,319.1378,9.60519734,82
